"Index","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2012-03-07","2012-03-07",19.1714286804199,19.206428527832,18.6892852783203,18.9532146453857,798520800,15.9494543075562
"2012-03-08","2012-03-08",19.0960712432861,19.3924999237061,19.0042858123779,19.3567867279053,516457200,16.2890739440918
"2012-03-09","2012-03-09",19.436071395874,19.5621433258057,19.396785736084,19.4703578948975,418919200,16.3846435546875
"2012-03-12","2012-03-12",19.6064281463623,19.7142868041992,19.5357131958008,19.7142868041992,407282400,16.5899124145508
"2012-03-13","2012-03-13",19.9121437072754,20.292142868042,19.8482131958008,20.28928565979,690855200,17.0737838745117
"2012-03-14","2012-03-14",20.6446437835693,21.2399997711182,20.5499992370605,21.0564289093018,1418844000,17.7193431854248
"2012-03-15","2012-03-15",21.4146423339844,21.4289283752441,20.6625003814697,20.9128570556641,1159718000,17.5985279083252
"2012-03-16","2012-03-16",20.8828563690186,21.0428562164307,20.6428565979004,20.9132137298584,825487600,17.5988273620605
"2012-03-19","2012-03-19",21.3703575134277,21.4917850494385,21.0375003814697,21.4678573608398,901236000,18.0655670166016
"2012-03-20","2012-03-20",21.4110717773438,21.6749992370605,21.1242866516113,21.641429901123,816662000,18.2116355895996
"2012-03-21","2012-03-21",21.5264282226562,21.77321434021,21.4789295196533,21.5178565979004,644042000,18.1076507568359
"2012-03-22","2012-03-22",21.3492851257324,21.5892868041992,21.268928527832,21.4050006866455,623870800,18.012674331665
"2012-03-23","2012-03-23",21.4460716247559,21.4928569793701,21.2285709381104,21.2875003814697,430488800,17.9137954711914
"2012-03-26","2012-03-26",21.421070098877,21.6839294433594,21.2592868804932,21.6778564453125,595742000,18.2422885894775
"2012-03-27","2012-03-27",21.6492862701416,22.0100002288818,21.6450004577637,21.9457149505615,607129600,18.4676933288574
"2012-03-28","2012-03-28",22.0849990844727,22.1946430206299,21.7967853546143,22.0578575134277,655460400,18.5620651245117
"2012-03-29","2012-03-29",21.8850002288818,22.0200004577637,21.6867866516113,21.7807140350342,608238400,18.3288555145264
"2012-03-30","2012-03-30",21.7417850494385,21.8057136535645,21.3549995422363,21.4125003814697,731038000,18.0189876556396
"2012-04-02","2012-04-02",21.4939289093018,22.0989284515381,21.4421424865723,22.0939292907715,598351600,18.5924263000488
"2012-04-03","2012-04-03",22.4035701751709,22.578929901123,22.2325000762939,22.4757137298584,834559600,18.913703918457
"2012-04-04","2012-04-04",22.2982139587402,22.3521423339844,22.0357131958008,22.2967853546143,572980800,18.7631301879883
"2012-04-05","2012-04-05",22.3921432495117,22.6664295196533,22.2642860412598,22.6314296722412,641298000,19.0447368621826
"2012-04-09","2012-04-09",22.3617858886719,22.8514289855957,22.3321437835693,22.7224998474121,597536800,19.1213760375977
"2012-04-10","2012-04-10",22.854642868042,23,22.3571434020996,22.4442863464355,889725200,18.8872509002686
"2012-04-11","2012-04-11",22.7214298248291,22.7453575134277,22.2621421813965,22.3642864227295,696614800,18.8199329376221
"2012-04-12","2012-04-12",22.3214282989502,22.5475006103516,22.1607131958008,22.2417850494385,614336800,18.7168445587158
"2012-04-13","2012-04-13",22.2896423339844,22.3107147216797,21.5539283752441,21.6153564453125,859644800,18.1897010803223
"2012-04-16","2012-04-16",21.7878570556641,21.7957134246826,20.6517868041992,20.7189292907715,1050786800,17.435338973999
"2012-04-17","2012-04-17",20.6764297485352,21.7857131958008,20.4253578186035,21.7749996185303,1025528000,18.3240375518799
"2012-04-18","2012-04-18",21.918571472168,22.1517868041992,21.5253562927246,21.7264289855957,954531200,18.283166885376
"2012-04-19","2012-04-19",21.4364280700684,21.5974998474121,20.8757133483887,20.9799995422363,834719200,17.6550331115723
"2012-04-20","2012-04-20",21.1207141876221,21.2364292144775,20.372142791748,20.4635715484619,1030985200,17.2204475402832
"2012-04-23","2012-04-23",20.3789291381836,20.5953578948975,19.8792858123779,20.4178562164307,966529200,17.1819763183594
"2012-04-24","2012-04-24",20.0932140350342,20.2746429443359,19.8214282989502,20.0100002288818,1076149200,16.8387603759766
"2012-04-25","2012-04-25",21.9871425628662,22.0714282989502,21.6428565979004,21.7857131958008,905777600,18.3330516815186
"2012-04-26","2012-04-26",21.9382133483887,21.9532146453857,21.5046424865723,21.7035713195801,536068400,18.2639350891113
"2012-04-27","2012-04-27",21.6096439361572,21.6492862701416,21.4464282989502,21.5357131958008,406722400,18.1226749420166
"2012-04-30","2012-04-30",21.3500003814697,21.3714294433594,20.8214282989502,20.8564281463623,506144800,17.5510406494141
"2012-05-01","2012-05-01",20.8892860412598,21.3128566741943,20.7582149505615,20.7903575897217,610999200,17.4954414367676
"2012-05-02","2012-05-02",20.7228565216064,20.9785709381104,20.6735706329346,20.9278564453125,427389200,17.6111526489258
"2012-05-03","2012-05-03",21.0892868041992,21.1214294433594,20.7250003814697,20.7792854309082,390549600,17.4861316680908
"2012-05-04","2012-05-04",20.6100006103516,20.6557140350342,20.184642791748,20.1875,529992400,16.9881267547607
"2012-05-07","2012-05-07",20.0535717010498,20.4560718536377,20.0439281463623,20.3385715484619,460118400,17.1152629852295
"2012-05-08","2012-05-08",20.3421421051025,20.4107131958008,19.9546432495117,20.292142868042,497252000,17.0761871337891
"2012-05-09","2012-05-09",20.1321430206299,20.4992866516113,20.0303573608398,20.3278560638428,480704000,17.1062412261963
"2012-05-10","2012-05-10",20.5207138061523,20.5671424865723,20.3014297485352,20.3757133483887,333200000,17.1465129852295
"2012-05-11","2012-05-11",20.1785717010498,20.5167865753174,20.1553573608398,20.2396430969238,399546000,17.0320072174072
"2012-05-14","2012-05-14",20.0917854309082,20.2682132720947,19.91428565979,19.9364280700684,352626400,16.7768383026123
"2012-05-15","2012-05-15",20.0517864227295,20.1149997711182,19.7053565979004,19.7560710906982,476336000,16.6250801086426
"2012-05-16","2012-05-16",19.7875003814697,19.8889293670654,19.3228569030762,19.502857208252,560896000,16.4119930267334
"2012-05-17","2012-05-17",19.4753570556641,19.5535717010498,18.9328575134277,18.9328575134277,717220000,15.9323272705078
"2012-05-18","2012-05-18",19.0699996948242,19.4074993133545,18.6492862701416,18.9421424865723,732292400,15.9401330947876
"2012-05-21","2012-05-21",19.0892868041992,20.0550003051758,19.0732135772705,20.0457134246826,631106000,16.8688106536865
"2012-05-22","2012-05-22",20.3410701751709,20.4957141876221,19.7350006103516,19.8917865753174,694870400,16.7392807006836
"2012-05-23","2012-05-23",19.9107131958008,20.4571437835693,19.7582149505615,20.3771438598633,584897600,17.1477222442627
"2012-05-24","2012-05-24",20.5667858123779,20.5892868041992,20.0439281463623,20.1900005340576,496230000,16.990234375
"2012-05-25","2012-05-25",20.1639289855957,20.2089290618896,19.9453563690186,20.0817852020264,328507200,16.8991718292236
"2012-05-29","2012-05-29",20.3892860412598,20.5,20.1896438598633,20.4382133483887,380508800,17.1991138458252
"2012-05-30","2012-05-30",20.3285713195801,20.7139282226562,20.2342853546143,20.684642791748,529429600,17.4064884185791
"2012-05-31","2012-05-31",20.7407131195068,20.7678565979004,20.4092864990234,20.6332149505615,491674400,17.3631992340088
"2012-06-01","2012-06-01",20.3271427154541,20.4517860412598,20.0185718536377,20.0353565216064,520987600,16.8600940704346
"2012-06-04","2012-06-04",20.0535717010498,20.2678565979004,19.5892868041992,20.1532135009766,556995600,16.9592761993408
"2012-06-05","2012-06-05",20.0453567504883,20.231071472168,19.940357208252,20.1010704040527,388214400,16.9154014587402
"2012-06-06","2012-06-06",20.2775001525879,20.4946422576904,20.1964282989502,20.4092864990234,401455600,17.174768447876
"2012-06-07","2012-06-07",20.6175003051758,20.6185703277588,20.375,20.418571472168,379766800,17.1825752258301
"2012-06-08","2012-06-08",20.41428565979,20.7350006103516,20.3214282989502,20.7257137298584,347516400,17.441047668457
"2012-06-11","2012-06-11",20.9899997711182,21.0178565979004,20.3796424865723,20.3989295959473,591264800,17.166051864624
"2012-06-12","2012-06-12",20.516429901123,20.5935707092285,20.2392864227295,20.5771427154541,435380400,17.3160228729248
"2012-06-13","2012-06-13",20.5185718536377,20.6599998474121,20.3707141876221,20.4342861175537,293580000,17.1957950592041
"2012-06-14","2012-06-14",20.4014282226562,20.4821434020996,20.2592868804932,20.4117851257324,345573200,17.1768646240234
"2012-06-15","2012-06-15",20.3928565979004,20.5221424102783,20.3410701751709,20.5046424865723,335255200,17.2550067901611
"2012-06-18","2012-06-18",20.391429901123,20.9960708618164,20.3703575134277,20.9207134246826,440412000,17.6051406860352
"2012-06-19","2012-06-19",20.83571434021,21.0714282989502,20.8250007629395,20.9789295196533,361404400,17.6541328430176
"2012-06-20","2012-06-20",21.0074996948242,21.0446434020996,20.7428569793701,20.9192867279053,358943200,17.6039352416992
"2012-06-21","2012-06-21",20.9085712432861,21.0078563690186,20.6228561401367,20.6310710906982,326351200,17.3613967895508
"2012-06-22","2012-06-22",20.6800003051758,20.7924995422363,20.5507144927979,20.78928565979,284471600,17.4945449829102
"2012-06-25","2012-06-25",20.6178569793701,20.7071437835693,20.3703575134277,20.3846435546875,304382400,17.1540260314941
"2012-06-26","2012-06-26",20.4046421051025,20.5174999237061,20.2617855072021,20.4296436309814,276536400,17.1918907165527
"2012-06-27","2012-06-27",20.5357131958008,20.5978565216064,20.4257144927979,20.5178565979004,202997200,17.2661247253418
"2012-06-28","2012-06-28",20.4167861938477,20.5,20.2003574371338,20.3232135772705,282836400,17.1023330688477
"2012-06-29","2012-06-29",20.6428565979004,20.8571434020996,20.5089282989502,20.8571434020996,421500800,17.5516510009766
"2012-07-02","2012-07-02",20.8832149505615,21.1953563690186,20.8428573608398,21.1614284515381,400092000,17.8077087402344
"2012-07-03","2012-07-03",21.2457141876221,21.4285717010498,21.2142868041992,21.4074993133545,241712800,18.0147857666016
"2012-07-05","2012-07-05",21.4485702514648,21.9407138824463,21.4160709381104,21.7835712432861,484383200,18.3312492370605
"2012-07-06","2012-07-06",21.6817855834961,21.7299995422363,21.4850006103516,21.6385707855225,418930400,18.209228515625
"2012-07-09","2012-07-09",21.6178569793701,21.9249992370605,21.5753574371338,21.9246425628662,379405600,18.4499645233154
"2012-07-10","2012-07-10",22.0703563690186,22.1382141113281,21.6182136535645,21.7217864990234,511957600,18.2792568206787
"2012-07-11","2012-07-11",21.6471424102783,21.7021427154541,21.3292865753174,21.5867862701416,469322000,18.1656513214111
"2012-07-12","2012-07-12",21.4371433258057,21.5524997711182,21.167142868042,21.3892860412598,428041600,17.9994525909424
"2012-07-13","2012-07-13",21.5339298248291,21.6853561401367,21.4285717010498,21.606071472168,311427200,18.1818771362305
"2012-07-16","2012-07-16",21.6114292144775,21.8435707092285,21.6078567504883,21.6753578186035,301260400,18.2401847839355
"2012-07-17","2012-07-17",21.813928604126,21.8392868041992,21.5410709381104,21.6764297485352,293624800,18.2410907745361
"2012-07-18","2012-07-18",21.6639289855957,21.7264289855957,21.5557136535645,21.6521434783936,252700000,18.220645904541
"2012-07-19","2012-07-19",21.831428527832,21.97678565979,21.6428565979004,21.9400005340576,436861600,18.4628849029541
"2012-07-20","2012-07-20",21.893928527832,21.9442863464355,21.5607147216797,21.5821437835693,397471200,18.1617450714111
"2012-07-23","2012-07-23",21.2285709381104,21.6392860412598,20.9896430969238,21.565357208252,487975600,18.1476268768311
"2012-07-24","2012-07-24",21.6921424865723,21.7742862701416,21.3753566741943,21.4614295959473,565132400,18.0601654052734
"2012-07-25","2012-07-25",20.516429901123,20.7428569793701,20.3571434020996,20.5346431732178,877312800,17.2802581787109
"2012-07-26","2012-07-26",20.7057132720947,20.7285709381104,20.3700008392334,20.5314292907715,406632800,17.2775459289551
"2012-07-27","2012-07-27",20.5360717773438,20.9225006103516,20.4139289855957,20.8985710144043,403936400,17.5865020751953
"2012-07-30","2012-07-30",21.1042861938477,21.4085712432861,20.9935703277588,21.2510719299316,379142400,17.8831386566162
"2012-07-31","2012-07-31",21.5439281463623,21.8464298248291,21.5257148742676,21.8128566741943,462327600,18.3558940887451
"2012-08-01","2012-08-01",21.9967861175537,22.0142860412598,21.5357131958008,21.6717853546143,384501600,18.2371768951416
"2012-08-02","2012-08-02",21.5300006866455,21.8103561401367,21.4375,21.7067852020264,332158400,18.2666320800781
"2012-08-03","2012-08-03",21.9153575897217,22.0707149505615,21.8414287567139,21.9892864227295,344920800,18.5043678283691
"2012-08-06","2012-08-06",22.046070098877,22.3167858123779,21.9735717773438,22.2339286804199,302103200,18.7102298736572
"2012-08-07","2012-08-07",22.2417850494385,22.3214282989502,22.0728569030762,22.1753578186035,290446800,18.6609477996826
"2012-08-08","2012-08-08",22.1210708618164,22.2814292907715,22.03928565979,22.1378574371338,244706000,18.6293869018555
"2012-08-09","2012-08-09",22.0660705566406,22.2046432495117,22.0642852783203,22.1689281463623,221642400,18.7356281280518
"2012-08-10","2012-08-10",22.0967864990234,22.2057132720947,22.0964298248291,22.2035713195801,194938800,18.7649059295654
"2012-08-13","2012-08-13",22.2639293670654,22.5,22.2589282989502,22.5,278832400,19.0154304504395
"2012-08-14","2012-08-14",22.5667858123779,22.8075008392334,22.5074996948242,22.5603561401367,340169200,19.0664348602295
"2012-08-15","2012-08-15",22.5464286804199,22.6428565979004,22.4196434020996,22.5296421051025,257342400,19.0404834747314
"2012-08-16","2012-08-16",22.5432147979736,22.7414283752441,22.5178565979004,22.7264289855957,254534000,19.2067947387695
"2012-08-17","2012-08-17",22.8571434020996,23.1496429443359,22.8146438598633,23.146785736084,442761200,19.562047958374
"2012-08-20","2012-08-20",23.2146434783936,23.7553577423096,23.21071434021,23.7553577423096,613384800,20.0763759613037
"2012-08-21","2012-08-21",23.957857131958,24.1028575897217,23.2260704040527,23.4307136535645,812719600,19.8020038604736
"2012-08-22","2012-08-22",23.372142791748,23.8928565979004,23.146785736084,23.8882141113281,565322800,20.1886596679688
"2012-08-23","2012-08-23",23.7896423339844,23.9249992370605,23.6124992370605,23.6653575897217,420128800,20.0003147125244
"2012-08-24","2012-08-24",23.5539283752441,23.9099998474121,23.4125003814697,23.6864280700684,437340400,20.0181198120117
"2012-08-27","2012-08-27",24.2853565216064,24.3167858123779,24.0550003051758,24.1314296722412,427008400,20.3942050933838
"2012-08-28","2012-08-28",24.1064281463623,24.1464290618896,23.9524993896484,24.1000003814697,267416800,20.3676376342773
"2012-08-29","2012-08-29",24.1160717010498,24.2024993896484,24.0214290618896,24.0524997711182,202806800,20.3274955749512
"2012-08-30","2012-08-30",23.9514293670654,23.9839286804199,23.6732139587402,23.7096424102783,302699600,20.0377349853516
"2012-08-31","2012-08-31",23.8303565979004,23.8785705566406,23.4732131958008,23.7585716247559,338321200,20.0790901184082
"2012-09-04","2012-09-04",23.7771434783936,24.1121425628662,23.7321434020996,24.106071472168,367892000,20.3727779388428
"2012-09-05","2012-09-05",24.1275005340576,24.1553573608398,23.91428565979,23.9367866516113,336375200,20.2297019958496
"2012-09-06","2012-09-06",24.0417861938477,24.2246437072754,23.9571437835693,24.1525001525879,391196400,20.4120101928711
"2012-09-07","2012-09-07",24.2160701751709,24.3742866516113,24.1346435546875,24.3014297485352,329666400,20.5378742218018
"2012-09-10","2012-09-10",24.3017864227295,24.4032135009766,23.6464290618896,23.6692867279053,487998000,20.0036296844482
"2012-09-11","2012-09-11",23.7539291381836,23.9321422576904,23.4464282989502,23.5925006866455,503983200,19.9387378692627
"2012-09-12","2012-09-12",23.8160705566406,23.9249992370605,23.4285717010498,23.921070098877,712233200,20.2164211273193
"2012-09-13","2012-09-13",24.1917858123779,24.4821434020996,24.0989284515381,24.3921432495117,598360000,20.6145420074463
"2012-09-14","2012-09-14",24.641429901123,24.8921432495117,24.5674991607666,24.6885719299316,600474000,20.8650588989258
"2012-09-17","2012-09-17",24.97678565979,24.9928569793701,24.8075008392334,24.9921436309814,398031200,21.1216144561768
"2012-09-18","2012-09-18",24.9957141876221,25.0832138061523,24.872142791748,25.0682144165039,373503200,21.1858997344971
"2012-09-19","2012-09-19",25.0092868804932,25.1424999237061,24.9846439361572,25.0750007629395,326874800,21.1916427612305
"2012-09-20","2012-09-20",24.9699993133545,25.0021438598633,24.7721424102783,24.9535713195801,336568400,21.0890197753906
"2012-09-21","2012-09-21",25.0860710144043,25.1810703277588,24.9771423339844,25.0032138824463,571589200,21.1309680938721
"2012-09-24","2012-09-24",24.5307140350342,24.8257141113281,24.3928565979004,24.671070098877,639766400,20.8502616882324
"2012-09-25","2012-09-25",24.5807132720947,24.7421436309814,24.0357131958008,24.0550003051758,518789600,20.3296051025391
"2012-09-26","2012-09-26",23.8835716247559,24.0246429443359,23.6142864227295,23.7564296722412,576503200,20.0772724151611
"2012-09-27","2012-09-27",23.7246437072754,24.3632144927979,23.5839290618896,24.332857131958,594090000,20.5644378662109
"2012-09-28","2012-09-28",24.2410717010498,24.3253574371338,23.8125,23.8250007629395,535110800,20.1352252960205
"2012-10-01","2012-10-01",23.9699993133545,24.1696434020996,23.4464282989502,23.5496425628662,543594800,19.9025096893311
"2012-10-02","2012-10-02",23.6360702514648,23.7982139587402,23.2374992370605,23.6182136535645,627992400,19.9604644775391
"2012-10-03","2012-10-03",23.7450008392334,23.9950008392334,23.6653575897217,23.9803562164307,424281200,20.2665309906006
"2012-10-04","2012-10-04",23.9732131958008,24.0803565979004,23.7696437835693,23.8142852783203,370725600,20.1261787414551
"2012-10-05","2012-10-05",23.7571430206299,23.7857131958008,23.2600002288818,23.3067855834961,594006000,19.6972713470459
"2012-10-08","2012-10-08",23.1028575897217,23.1271438598633,22.7182140350342,22.7917861938477,637994000,19.2620277404785
"2012-10-09","2012-10-09",22.8089294433594,22.8746433258057,22.2696437835693,22.7089290618896,838597200,19.1920051574707
"2012-10-10","2012-10-10",22.8478565216064,23.0349998474121,22.75,22.8896427154541,510356000,19.3447246551514
"2012-10-11","2012-10-11",23.0892868041992,23.1142864227295,22.4321422576904,22.4321422576904,546081200,18.958080291748
"2012-10-12","2012-10-12",22.4842853546143,22.6921424865723,22.3321437835693,22.4896430969238,460014800,19.0066795349121
"2012-10-15","2012-10-15",22.5839290618896,22.6832141876221,22.2803573608398,22.6700000762939,432502000,19.1591014862061
"2012-10-16","2012-10-16",22.6917858123779,23.2250003814697,22.5357131958008,23.2067852020264,549771600,19.6127510070801
"2012-10-17","2012-10-17",23.1739292144775,23.313928604126,23,23.021785736084,389037600,19.4564094543457
"2012-10-18","2012-10-18",22.8425006866455,22.9307136535645,22.5,22.5942859649658,476624400,19.0951137542725
"2012-10-19","2012-10-19",22.5375003814697,22.5632133483887,21.7721424102783,21.7800006866455,744086000,18.4069290161133
"2012-10-22","2012-10-22",21.872142791748,22.6921424865723,21.8128566741943,22.643928527832,546730800,19.1370639801025
"2012-10-23","2012-10-23",22.5357131958008,22.6392860412598,21.8464298248291,21.9057140350342,707145600,18.51318359375
"2012-10-24","2012-10-24",22.1942863464355,22.3767852783203,21.8085708618164,22.0296421051025,558527200,18.6179161071777
"2012-10-25","2012-10-25",22.1428565979004,22.2142868041992,21.6267852783203,21.7692852020264,656325600,18.3978862762451
"2012-10-26","2012-10-26",21.7653560638428,21.9285717010498,21.1071434020996,21.5714282989502,1018432800,18.2306594848633
"2012-10-31","2012-10-31",21.2457141876221,21.498571395874,20.9892864227295,21.2614288330078,510003200,17.9686756134033
"2012-11-01","2012-11-01",21.3649997711182,21.5357131958008,21.2203578948975,21.3050003051758,361298000,18.0055027008057
"2012-11-02","2012-11-02",21.2817859649658,21.3196430206299,20.5267868041992,20.6000003814697,599373600,17.4096794128418
"2012-11-05","2012-11-05",20.8400001525879,20.9917850494385,20.6285705566406,20.8792858123779,529135600,17.6457214355469
"2012-11-06","2012-11-06",21.0796432495117,21.0978565216064,20.7175006866455,20.8160705566406,374917200,17.5922927856445
"2012-11-07","2012-11-07",20.4942855834961,20.5192852020264,19.8482131958008,19.9285717010498,793648800,16.9191703796387
"2012-11-08","2012-11-08",20.0224990844727,20.0796432495117,19.1175003051758,19.2053565979004,1056146000,16.3051605224609
"2012-11-09","2012-11-09",19.3007144927979,19.8171424865723,19.0614280700684,19.5378570556641,929913600,16.5874481201172
"2012-11-12","2012-11-12",19.7910709381104,19.8035717010498,19.2374992370605,19.3867855072021,515802000,16.459192276001
"2012-11-13","2012-11-13",19.2467861175537,19.6599998474121,19.1557140350342,19.3892860412598,532949200,16.4613132476807
"2012-11-14","2012-11-14",19.4821434020996,19.5517864227295,19.1492862701416,19.1742858886719,477170400,16.2787818908691
"2012-11-15","2012-11-15",19.1975002288818,19.2678565979004,18.6650009155273,18.7721424102783,789910800,15.9373683929443
"2012-11-16","2012-11-16",18.7571430206299,18.9285717010498,18.0625,18.8457145690918,1266893600,15.9998378753662
"2012-11-19","2012-11-19",19.311071395874,20.2678565979004,19.2814292907715,20.2046432495117,823317600,17.15354347229
"2012-11-20","2012-11-20",20.4253578186035,20.4267864227295,19.8064289093018,20.0324993133545,642754000,17.0073947906494
"2012-11-21","2012-11-21",20.1517868041992,20.2632141113281,19.8785705566406,20.0607147216797,373002000,17.0313549041748
"2012-11-23","2012-11-23",20.2560710906982,20.4285717010498,20.0928573608398,20.4107131958008,272826400,17.3284969329834
"2012-11-26","2012-11-26",20.5678577423096,21.0714282989502,20.4896430969238,21.0546436309814,630579600,17.8751888275146
"2012-11-27","2012-11-27",21.0553569793701,21.0864295959473,20.7178573608398,20.8850002288818,533330000,17.7311630249023
"2012-11-28","2012-11-28",20.6167850494385,20.9214286804199,20.4378566741943,20.8192863464355,520864400,17.6753730773926
"2012-11-29","2012-11-29",21.0792865753174,21.2232131958008,20.9017868041992,21.0485706329346,514698800,17.8700370788574
"2012-11-30","2012-11-30",20.9567852020264,21.0142860412598,20.8099994659424,20.9028568267822,391319600,17.7463264465332
"2012-12-03","2012-12-03",21.2017860412598,21.2353572845459,20.9107131958008,20.9353561401367,364280000,17.7739181518555
"2012-12-04","2012-12-04",20.7785701751709,20.7785701751709,20.4332141876221,20.5660705566406,557068400,17.4603939056396
"2012-12-05","2012-12-05",20.3182144165039,20.3303565979004,19.2417850494385,19.2425003051758,1044638000,16.3366985321045
"2012-12-06","2012-12-06",18.8907146453857,19.7610702514648,18.5224990844727,19.5442867279053,1177212400,16.5929145812988
"2012-12-07","2012-12-07",19.7642860412598,19.8285713195801,18.9285717010498,19.0446434020996,787040800,16.16872215271
"2012-12-10","2012-12-10",18.75,19.2325000762939,18.627857208252,18.9221439361572,630484400,16.0647201538086
"2012-12-11","2012-12-11",19.2775001525879,19.6271438598633,19.1917858123779,19.3353576660156,592345600,16.4155349731445
