"Index","GDAXI.Adjusted"
"2008-06-06","2008-06-06",6803.81005859375
"2008-06-09","2008-06-09",6815.6298828125
"2008-06-10","2008-06-10",6771.10009765625
"2008-06-11","2008-06-11",6650.259765625
"2008-06-12","2008-06-12",6714.52001953125
"2008-06-13","2008-06-13",6765.31982421875
"2008-06-16","2008-06-16",6729.8798828125
"2008-06-17","2008-06-17",6796.16015625
"2008-06-18","2008-06-18",6728.91015625
"2008-06-19","2008-06-19",6721.169921875
"2008-06-20","2008-06-20",6578.43994140625
"2008-06-23","2008-06-23",6589.4599609375
"2008-06-24","2008-06-24",6536.06005859375
"2008-06-25","2008-06-25",6617.83984375
"2008-06-26","2008-06-26",6459.60009765625
"2008-06-27","2008-06-27",6421.91015625
"2008-06-30","2008-06-30",6418.31982421875
"2008-07-01","2008-07-01",6315.93994140625
"2008-07-02","2008-07-02",6305.419921875
"2008-07-03","2008-07-03",6353.740234375
"2008-07-04","2008-07-04",6272.2099609375
"2008-07-07","2008-07-07",6395.75
"2008-07-08","2008-07-08",6304.41015625
"2008-07-09","2008-07-09",6386.4599609375
"2008-07-10","2008-07-10",6305
"2008-07-11","2008-07-11",6153.2998046875
"2008-07-14","2008-07-14",6200.25
"2008-07-15","2008-07-15",6081.7001953125
"2008-07-16","2008-07-16",6155.3701171875
"2008-07-17","2008-07-17",6271.27001953125
"2008-07-18","2008-07-18",6382.64990234375
"2008-07-21","2008-07-21",6424.83984375
"2008-07-22","2008-07-22",6442.7900390625
"2008-07-23","2008-07-23",6536.08984375
"2008-07-24","2008-07-24",6440.7001953125
"2008-07-25","2008-07-25",6436.7099609375
"2008-07-28","2008-07-28",6351.14990234375
"2008-07-29","2008-07-29",6398.7998046875
"2008-07-30","2008-07-30",6460.1201171875
"2008-07-31","2008-07-31",6479.56005859375
"2008-08-01","2008-08-01",6396.4599609375
"2008-08-04","2008-08-04",6349.81005859375
"2008-08-05","2008-08-05",6518.7001953125
"2008-08-06","2008-08-06",6561.39013671875
"2008-08-07","2008-08-07",6543.490234375
"2008-08-08","2008-08-08",6561.64990234375
"2008-08-11","2008-08-11",6609.6298828125
"2008-08-12","2008-08-12",6585.8701171875
"2008-08-13","2008-08-13",6422.18994140625
"2008-08-14","2008-08-14",6442.2099609375
"2008-08-15","2008-08-15",6446.02001953125
"2008-08-18","2008-08-18",6432.8798828125
"2008-08-19","2008-08-19",6282.43017578125
"2008-08-20","2008-08-20",6317.7998046875
"2008-08-21","2008-08-21",6236.9599609375
"2008-08-22","2008-08-22",6342.419921875
"2008-08-25","2008-08-25",6296.9501953125
"2008-08-26","2008-08-26",6340.52001953125
"2008-08-27","2008-08-27",6321.02978515625
"2008-08-28","2008-08-28",6420.5400390625
"2008-08-29","2008-08-29",6422.2998046875
"2008-09-01","2008-09-01",6421.7998046875
"2008-09-02","2008-09-02",6518.47021484375
"2008-09-03","2008-09-03",6467.490234375
"2008-09-04","2008-09-04",6279.56982421875
"2008-09-05","2008-09-05",6127.43994140625
"2008-09-08","2008-09-08",6263.740234375
"2008-09-09","2008-09-09",6233.41015625
"2008-09-10","2008-09-10",6210.31982421875
"2008-09-11","2008-09-11",6178.89990234375
"2008-09-12","2008-09-12",6234.89013671875
"2008-09-15","2008-09-15",6064.16015625
"2008-09-16","2008-09-16",5965.169921875
"2008-09-17","2008-09-17",5860.97998046875
"2008-09-18","2008-09-18",5863.419921875
"2008-09-19","2008-09-19",6189.52978515625
"2008-09-22","2008-09-22",6107.75
"2008-09-23","2008-09-23",6068.52978515625
"2008-09-24","2008-09-24",6052.8701171875
"2008-09-25","2008-09-25",6173.02978515625
"2008-09-26","2008-09-26",6063.5
"2008-09-29","2008-09-29",5807.080078125
"2008-09-30","2008-09-30",5831.02001953125
"2008-10-01","2008-10-01",5806.330078125
"2008-10-02","2008-10-02",5660.6298828125
"2008-10-03","2008-10-03",5797.02978515625
"2008-10-06","2008-10-06",5387.009765625
"2008-10-07","2008-10-07",5326.6298828125
"2008-10-08","2008-10-08",5013.6201171875
"2008-10-09","2008-10-09",4887
"2008-10-10","2008-10-10",4544.31005859375
"2008-10-13","2008-10-13",5062.4501953125
"2008-10-14","2008-10-14",5199.18994140625
"2008-10-15","2008-10-15",4861.6298828125
"2008-10-16","2008-10-16",4622.81005859375
"2008-10-17","2008-10-17",4781.330078125
"2008-10-20","2008-10-20",4835.009765625
"2008-10-21","2008-10-21",4784.41015625
"2008-10-22","2008-10-22",4571.06982421875
"2008-10-23","2008-10-23",4519.7001953125
"2008-10-24","2008-10-24",4295.669921875
"2008-10-27","2008-10-27",4334.64013671875
"2008-10-28","2008-10-28",4823.4501953125
"2008-10-29","2008-10-29",4808.68994140625
"2008-10-30","2008-10-30",4869.2998046875
"2008-10-31","2008-10-31",4987.97021484375
"2008-11-03","2008-11-03",5026.83984375
"2008-11-04","2008-11-04",5278.0400390625
"2008-11-05","2008-11-05",5166.8701171875
"2008-11-06","2008-11-06",4813.56982421875
"2008-11-07","2008-11-07",4938.4599609375
"2008-11-10","2008-11-10",5025.52978515625
"2008-11-11","2008-11-11",4761.580078125
"2008-11-12","2008-11-12",4620.7998046875
"2008-11-13","2008-11-13",4649.52001953125
"2008-11-14","2008-11-14",4710.240234375
"2008-11-17","2008-11-17",4557.27001953125
"2008-11-18","2008-11-18",4579.47021484375
"2008-11-19","2008-11-19",4354.08984375
"2008-11-20","2008-11-20",4220.2001953125
"2008-11-21","2008-11-21",4127.41015625
"2008-11-24","2008-11-24",4554.330078125
"2008-11-25","2008-11-25",4560.419921875
"2008-11-26","2008-11-26",4560.5
"2008-11-27","2008-11-27",4665.27001953125
"2008-11-28","2008-11-28",4669.43994140625
"2008-12-01","2008-12-01",4394.7900390625
"2008-12-02","2008-12-02",4531.7900390625
"2008-12-03","2008-12-03",4567.240234375
"2008-12-04","2008-12-04",4564.22998046875
"2008-12-05","2008-12-05",4381.47021484375
"2008-12-08","2008-12-08",4715.8798828125
"2008-12-09","2008-12-09",4779.10986328125
"2008-12-10","2008-12-10",4804.8798828125
"2008-12-11","2008-12-11",4767.2001953125
"2008-12-12","2008-12-12",4663.3701171875
"2008-12-15","2008-12-15",4654.81982421875
"2008-12-16","2008-12-16",4729.91015625
"2008-12-17","2008-12-17",4708.3798828125
"2008-12-18","2008-12-18",4756.39990234375
"2008-12-19","2008-12-19",4696.7001953125
"2008-12-22","2008-12-22",4639.02001953125
"2008-12-23","2008-12-23",4629.3798828125
"2008-12-29","2008-12-29",4704.85986328125
"2008-12-30","2008-12-30",4810.2001953125
"2009-01-02","2009-01-02",4973.06982421875
"2009-01-05","2009-01-05",4983.990234375
"2009-01-06","2009-01-06",5026.31005859375
"2009-01-07","2009-01-07",4937.47021484375
"2009-01-08","2009-01-08",4879.91015625
"2009-01-09","2009-01-09",4783.89013671875
"2009-01-12","2009-01-12",4719.6201171875
"2009-01-13","2009-01-13",4636.93994140625
"2009-01-14","2009-01-14",4422.35009765625
"2009-01-15","2009-01-15",4336.72998046875
"2009-01-16","2009-01-16",4366.27978515625
"2009-01-19","2009-01-19",4316.14013671875
"2009-01-20","2009-01-20",4239.85009765625
"2009-01-21","2009-01-21",4261.14990234375
"2009-01-22","2009-01-22",4219.419921875
"2009-01-23","2009-01-23",4178.93994140625
"2009-01-26","2009-01-26",4326.8701171875
"2009-01-27","2009-01-27",4323.419921875
"2009-01-28","2009-01-28",4518.72021484375
"2009-01-29","2009-01-29",4428.10986328125
"2009-01-30","2009-01-30",4338.35009765625
"2009-02-02","2009-02-02",4271.0400390625
"2009-02-03","2009-02-03",4374.9599609375
"2009-02-04","2009-02-04",4492.7900390625
"2009-02-05","2009-02-05",4510.490234375
"2009-02-06","2009-02-06",4644.6298828125
"2009-02-09","2009-02-09",4666.81982421875
"2009-02-10","2009-02-10",4505.5400390625
"2009-02-11","2009-02-11",4530.08984375
"2009-02-12","2009-02-12",4407.56005859375
"2009-02-13","2009-02-13",4413.39013671875
"2009-02-16","2009-02-16",4366.64013671875
"2009-02-17","2009-02-17",4216.60009765625
"2009-02-18","2009-02-18",4204.9599609375
"2009-02-19","2009-02-19",4215.2099609375
"2009-02-20","2009-02-20",4014.65991210938
"2009-02-23","2009-02-23",3936.44995117188
"2009-02-24","2009-02-24",3895.75
"2009-02-25","2009-02-25",3846.2099609375
"2009-02-26","2009-02-26",3942.6201171875
"2009-02-27","2009-02-27",3843.73999023438
"2009-03-02","2009-03-02",3710.07006835938
"2009-03-03","2009-03-03",3690.71997070312
"2009-03-04","2009-03-04",3890.93994140625
"2009-03-05","2009-03-05",3695.48999023438
"2009-03-06","2009-03-06",3666.40991210938
"2009-03-09","2009-03-09",3692.03002929688
"2009-03-10","2009-03-10",3886.97998046875
"2009-03-11","2009-03-11",3914.10009765625
"2009-03-12","2009-03-12",3956.21997070312
"2009-03-13","2009-03-13",3953.60009765625
"2009-03-16","2009-03-16",4044.5400390625
"2009-03-17","2009-03-17",3987.77001953125
"2009-03-18","2009-03-18",3996.32006835938
"2009-03-19","2009-03-19",4043.4599609375
"2009-03-20","2009-03-20",4068.73999023438
"2009-03-23","2009-03-23",4176.3701171875
"2009-03-24","2009-03-24",4187.35986328125
"2009-03-25","2009-03-25",4223.2900390625
"2009-03-26","2009-03-26",4259.3701171875
"2009-03-27","2009-03-27",4203.5498046875
"2009-03-30","2009-03-30",3989.22998046875
"2009-03-31","2009-03-31",4084.76000976562
"2009-04-01","2009-04-01",4131.06982421875
"2009-04-02","2009-04-02",4381.919921875
"2009-04-03","2009-04-03",4384.990234375
"2009-04-06","2009-04-06",4349.81005859375
"2009-04-07","2009-04-07",4322.5
"2009-04-08","2009-04-08",4357.919921875
"2009-04-09","2009-04-09",4491.1201171875
"2009-04-14","2009-04-14",4557.009765625
"2009-04-15","2009-04-15",4549.7900390625
"2009-04-16","2009-04-16",4609.4599609375
"2009-04-17","2009-04-17",4676.83984375
"2009-04-20","2009-04-20",4486.2998046875
"2009-04-21","2009-04-21",4501.6298828125
"2009-04-22","2009-04-22",4594.419921875
"2009-04-23","2009-04-23",4538.2099609375
"2009-04-24","2009-04-24",4674.31982421875
"2009-04-27","2009-04-27",4694.06982421875
"2009-04-28","2009-04-28",4607.419921875
"2009-04-29","2009-04-29",4704.56005859375
"2009-04-30","2009-04-30",4769.4501953125
"2009-05-04","2009-05-04",4902.4501953125
"2009-05-05","2009-05-05",4853.02978515625
"2009-05-06","2009-05-06",4880.7099609375
"2009-05-07","2009-05-07",4804.10009765625
"2009-05-08","2009-05-08",4913.89990234375
"2009-05-11","2009-05-11",4866.91015625
"2009-05-12","2009-05-12",4854.10986328125
"2009-05-13","2009-05-13",4727.60986328125
"2009-05-14","2009-05-14",4738.47021484375
"2009-05-15","2009-05-15",4737.5
"2009-05-18","2009-05-18",4851.9599609375
"2009-05-19","2009-05-19",4959.6201171875
"2009-05-20","2009-05-20",5038.93994140625
"2009-05-21","2009-05-21",4900.669921875
"2009-05-22","2009-05-22",4918.75
"2009-05-25","2009-05-25",4918.4501953125
"2009-05-26","2009-05-26",4985.60009765625
"2009-05-27","2009-05-27",5000.77001953125
"2009-05-28","2009-05-28",4932.8798828125
"2009-05-29","2009-05-29",4940.81982421875
"2009-06-01","2009-06-01",5142.56005859375
"2009-06-02","2009-06-02",5144.06005859375
"2009-06-03","2009-06-03",5054.52978515625
"2009-06-04","2009-06-04",5064.7998046875
"2009-06-05","2009-06-05",5077.02978515625
"2009-06-08","2009-06-08",5004.72021484375
"2009-06-09","2009-06-09",4997.85986328125
"2009-06-10","2009-06-10",5051.18017578125
"2009-06-11","2009-06-11",5107.259765625
"2009-06-12","2009-06-12",5069.240234375
"2009-06-15","2009-06-15",4889.93994140625
"2009-06-16","2009-06-16",4890.72021484375
"2009-06-17","2009-06-17",4799.97998046875
"2009-06-18","2009-06-18",4837.47998046875
"2009-06-19","2009-06-19",4839.4599609375
"2009-06-22","2009-06-22",4693.39990234375
"2009-06-23","2009-06-23",4707.14990234375
"2009-06-24","2009-06-24",4836.009765625
"2009-06-25","2009-06-25",4800.56005859375
"2009-06-26","2009-06-26",4776.47021484375
"2009-06-29","2009-06-29",4885.08984375
"2009-06-30","2009-06-30",4808.64013671875
"2009-07-01","2009-07-01",4905.43994140625
"2009-07-02","2009-07-02",4718.490234375
"2009-07-03","2009-07-03",4708.2099609375
"2009-07-06","2009-07-06",4651.81982421875
"2009-07-07","2009-07-07",4598.18994140625
"2009-07-08","2009-07-08",4572.64990234375
"2009-07-09","2009-07-09",4630.06982421875
"2009-07-10","2009-07-10",4576.31005859375
"2009-07-13","2009-07-13",4722.33984375
"2009-07-14","2009-07-14",4781.68994140625
"2009-07-15","2009-07-15",4928.43994140625
"2009-07-16","2009-07-16",4957.18994140625
"2009-07-17","2009-07-17",4978.39990234375
"2009-07-20","2009-07-20",5030.14990234375
"2009-07-21","2009-07-21",5093.97021484375
"2009-07-22","2009-07-22",5121.56005859375
"2009-07-23","2009-07-23",5247.27978515625
"2009-07-24","2009-07-24",5229.35986328125
"2009-07-27","2009-07-27",5251.5498046875
"2009-07-28","2009-07-28",5174.740234375
"2009-07-29","2009-07-29",5270.31982421875
"2009-07-30","2009-07-30",5360.66015625
"2009-07-31","2009-07-31",5332.14013671875
"2009-08-03","2009-08-03",5426.85009765625
"2009-08-04","2009-08-04",5417.02001953125
"2009-08-05","2009-08-05",5353.009765625
"2009-08-06","2009-08-06",5369.97998046875
"2009-08-07","2009-08-07",5458.9599609375
"2009-08-10","2009-08-10",5418.1201171875
"2009-08-11","2009-08-11",5285.81005859375
"2009-08-12","2009-08-12",5350.08984375
"2009-08-13","2009-08-13",5401.10986328125
"2009-08-14","2009-08-14",5309.10986328125
"2009-08-17","2009-08-17",5201.60986328125
"2009-08-18","2009-08-18",5250.740234375
"2009-08-19","2009-08-19",5231.97998046875
"2009-08-20","2009-08-20",5311.06005859375
"2009-08-21","2009-08-21",5462.740234375
"2009-08-24","2009-08-24",5519.75
"2009-08-25","2009-08-25",5557.08984375
"2009-08-26","2009-08-26",5521.97021484375
"2009-08-27","2009-08-27",5470.330078125
"2009-08-28","2009-08-28",5517.35009765625
"2009-08-31","2009-08-31",5464.60986328125
"2009-09-01","2009-09-01",5327.2900390625
"2009-09-02","2009-09-02",5319.83984375
"2009-09-03","2009-09-03",5301.419921875
"2009-09-04","2009-09-04",5384.43017578125
"2009-09-07","2009-09-07",5463.509765625
"2009-09-08","2009-09-08",5481.72998046875
"2009-09-09","2009-09-09",5574.259765625
"2009-09-10","2009-09-10",5594.77001953125
"2009-09-11","2009-09-11",5624.02001953125
"2009-09-14","2009-09-14",5620.240234375
"2009-09-15","2009-09-15",5628.97998046875
"2009-09-16","2009-09-16",5700.259765625
"2009-09-17","2009-09-17",5731.14013671875
"2009-09-18","2009-09-18",5703.830078125
"2009-09-21","2009-09-21",5668.64990234375
"2009-09-22","2009-09-22",5709.3798828125
"2009-09-23","2009-09-23",5702.0498046875
"2009-09-24","2009-09-24",5605.2099609375
"2009-09-25","2009-09-25",5581.41015625
"2009-09-28","2009-09-28",5736.31005859375
"2009-09-29","2009-09-29",5713.52001953125
"2009-09-30","2009-09-30",5675.16015625
"2009-10-01","2009-10-01",5554.5498046875
"2009-10-02","2009-10-02",5467.89990234375
"2009-10-05","2009-10-05",5508.85009765625
"2009-10-06","2009-10-06",5657.64013671875
"2009-10-07","2009-10-07",5640.75
"2009-10-08","2009-10-08",5716.5400390625
"2009-10-09","2009-10-09",5711.8798828125
"2009-10-12","2009-10-12",5783.22998046875
"2009-10-13","2009-10-13",5714.31005859375
"2009-10-14","2009-10-14",5854.14013671875
"2009-10-15","2009-10-15",5830.77001953125
"2009-10-16","2009-10-16",5743.39013671875
"2009-10-19","2009-10-19",5852.56005859375
"2009-10-20","2009-10-20",5811.77001953125
"2009-10-21","2009-10-21",5833.490234375
"2009-10-22","2009-10-22",5762.93017578125
"2009-10-23","2009-10-23",5740.25
"2009-10-26","2009-10-26",5642.16015625
"2009-10-27","2009-10-27",5635.02001953125
"2009-10-28","2009-10-28",5496.27001953125
"2009-10-29","2009-10-29",5587.4501953125
"2009-10-30","2009-10-30",5414.9599609375
"2009-11-02","2009-11-02",5430.81982421875
"2009-11-03","2009-11-03",5353.35009765625
"2009-11-04","2009-11-04",5444.22998046875
"2009-11-05","2009-11-05",5480.919921875
"2009-11-06","2009-11-06",5488.25
"2009-11-09","2009-11-09",5619.72021484375
"2009-11-10","2009-11-10",5613.2001953125
"2009-11-11","2009-11-11",5668.35009765625
"2009-11-12","2009-11-12",5663.9599609375
"2009-11-13","2009-11-13",5686.830078125
"2009-11-16","2009-11-16",5804.81982421875
"2009-11-17","2009-11-17",5778.43017578125
"2009-11-18","2009-11-18",5787.60986328125
"2009-11-19","2009-11-19",5702.18017578125
"2009-11-20","2009-11-20",5663.14990234375
"2009-11-23","2009-11-23",5801.47998046875
"2009-11-24","2009-11-24",5769.31005859375
"2009-11-25","2009-11-25",5803.02001953125
"2009-11-26","2009-11-26",5614.169921875
"2009-11-27","2009-11-27",5685.60986328125
"2009-11-30","2009-11-30",5625.9501953125
"2009-12-01","2009-12-01",5776.60986328125
"2009-12-02","2009-12-02",5781.68017578125
"2009-12-03","2009-12-03",5770.35009765625
"2009-12-04","2009-12-04",5817.64990234375
"2009-12-07","2009-12-07",5784.75
"2009-12-08","2009-12-08",5688.580078125
"2009-12-09","2009-12-09",5647.83984375
"2009-12-10","2009-12-10",5709.02001953125
"2009-12-11","2009-12-11",5756.2900390625
"2009-12-14","2009-12-14",5802.259765625
"2009-12-15","2009-12-15",5811.33984375
"2009-12-16","2009-12-16",5903.43017578125
"2009-12-17","2009-12-17",5844.43994140625
"2009-12-18","2009-12-18",5831.2099609375
"2009-12-21","2009-12-21",5930.52978515625
"2009-12-22","2009-12-22",5945.68994140625
"2009-12-23","2009-12-23",5957.43994140625
"2009-12-28","2009-12-28",6002.919921875
"2009-12-29","2009-12-29",6011.5498046875
"2009-12-30","2009-12-30",5957.43017578125
"2010-01-04","2010-01-04",6048.2998046875
"2010-01-05","2010-01-05",6031.85986328125
"2010-01-06","2010-01-06",6034.330078125
"2010-01-07","2010-01-07",6019.35986328125
"2010-01-08","2010-01-08",6037.60986328125
"2010-01-11","2010-01-11",6040.5
"2010-01-12","2010-01-12",5943
"2010-01-13","2010-01-13",5963.14013671875
"2010-01-14","2010-01-14",5988.8798828125
"2010-01-15","2010-01-15",5875.97021484375
"2010-01-18","2010-01-18",5918.5498046875
"2010-01-19","2010-01-19",5976.47998046875
"2010-01-20","2010-01-20",5851.52978515625
"2010-01-21","2010-01-21",5746.97021484375
"2010-01-22","2010-01-22",5695.31982421875
"2010-01-25","2010-01-25",5631.3701171875
"2010-01-26","2010-01-26",5668.93017578125
"2010-01-27","2010-01-27",5643.2001953125
"2010-01-28","2010-01-28",5540.330078125
"2010-01-29","2010-01-29",5608.7900390625
"2010-02-01","2010-02-01",5654.47998046875
"2010-02-02","2010-02-02",5709.66015625
"2010-02-03","2010-02-03",5672.08984375
"2010-02-04","2010-02-04",5533.240234375
"2010-02-05","2010-02-05",5434.33984375
"2010-02-08","2010-02-08",5484.85009765625
"2010-02-09","2010-02-09",5498.259765625
"2010-02-10","2010-02-10",5536.3701171875
"2010-02-11","2010-02-11",5503.93017578125
"2010-02-12","2010-02-12",5500.39013671875
"2010-02-15","2010-02-15",5511.10009765625
"2010-02-16","2010-02-16",5592.1201171875
"2010-02-17","2010-02-17",5648.33984375
"2010-02-18","2010-02-18",5680.41015625
"2010-02-19","2010-02-19",5722.0498046875
"2010-02-22","2010-02-22",5688.43994140625
"2010-02-23","2010-02-23",5604.06982421875
"2010-02-24","2010-02-24",5615.509765625
"2010-02-25","2010-02-25",5532.330078125
"2010-02-26","2010-02-26",5598.4599609375
"2010-03-01","2010-03-01",5713.509765625
"2010-03-02","2010-03-02",5776.56005859375
"2010-03-03","2010-03-03",5817.8798828125
"2010-03-04","2010-03-04",5795.31982421875
"2010-03-05","2010-03-05",5877.35986328125
"2010-03-08","2010-03-08",5875.91015625
"2010-03-09","2010-03-09",5885.89013671875
"2010-03-10","2010-03-10",5936.72021484375
"2010-03-11","2010-03-11",5928.6298828125
"2010-03-12","2010-03-12",5945.10986328125
"2010-03-15","2010-03-15",5903.56005859375
"2010-03-16","2010-03-16",5970.990234375
"2010-03-17","2010-03-17",6024.27978515625
"2010-03-18","2010-03-18",6012.31005859375
"2010-03-19","2010-03-19",5982.43017578125
"2010-03-22","2010-03-22",5987.5
"2010-03-23","2010-03-23",6017.27001953125
"2010-03-24","2010-03-24",6039
"2010-03-25","2010-03-25",6132.9501953125
"2010-03-26","2010-03-26",6120.0498046875
"2010-03-29","2010-03-29",6156.85009765625
"2010-03-30","2010-03-30",6142.4501953125
"2010-03-31","2010-03-31",6153.5498046875
"2010-04-01","2010-04-01",6235.56005859375
"2010-04-06","2010-04-06",6252.2099609375
"2010-04-07","2010-04-07",6222.41015625
"2010-04-08","2010-04-08",6171.830078125
"2010-04-09","2010-04-09",6249.7001953125
"2010-04-12","2010-04-12",6250.68994140625
"2010-04-13","2010-04-13",6230.830078125
"2010-04-14","2010-04-14",6278.39990234375
"2010-04-15","2010-04-15",6291.4501953125
"2010-04-16","2010-04-16",6180.89990234375
"2010-04-19","2010-04-19",6162.43994140625
"2010-04-20","2010-04-20",6264.22998046875
"2010-04-21","2010-04-21",6230.3798828125
"2010-04-22","2010-04-22",6168.72021484375
"2010-04-23","2010-04-23",6259.52978515625
"2010-04-26","2010-04-26",6332.10009765625
"2010-04-27","2010-04-27",6159.509765625
"2010-04-28","2010-04-28",6084.33984375
"2010-04-29","2010-04-29",6144.91015625
"2010-04-30","2010-04-30",6135.7001953125
"2010-05-03","2010-05-03",6166.919921875
"2010-05-04","2010-05-04",6006.85986328125
"2010-05-05","2010-05-05",5958.4501953125
"2010-05-06","2010-05-06",5908.259765625
"2010-05-07","2010-05-07",5715.08984375
"2010-05-10","2010-05-10",6017.91015625
"2010-05-11","2010-05-11",6037.7099609375
"2010-05-12","2010-05-12",6183.490234375
"2010-05-13","2010-05-13",6251.97021484375
"2010-05-14","2010-05-14",6056.7099609375
"2010-05-17","2010-05-17",6066.919921875
"2010-05-18","2010-05-18",6155.93017578125
"2010-05-19","2010-05-19",5988.669921875
"2010-05-20","2010-05-20",5867.8798828125
"2010-05-21","2010-05-21",5829.25
"2010-05-24","2010-05-24",5805.68017578125
"2010-05-25","2010-05-25",5670.0400390625
"2010-05-26","2010-05-26",5758.02001953125
"2010-05-27","2010-05-27",5937.14013671875
"2010-05-28","2010-05-28",5946.18017578125
"2010-05-31","2010-05-31",5964.330078125
"2010-06-01","2010-06-01",5981.27001953125
"2010-06-02","2010-06-02",5981.2001953125
"2010-06-03","2010-06-03",6054.6298828125
"2010-06-04","2010-06-04",5938.8798828125
"2010-06-07","2010-06-07",5904.9501953125
"2010-06-08","2010-06-08",5868.5498046875
"2010-06-09","2010-06-09",5984.75
"2010-06-10","2010-06-10",6056.58984375
"2010-06-11","2010-06-11",6047.830078125
"2010-06-14","2010-06-14",6125
"2010-06-15","2010-06-15",6175.0498046875
"2010-06-16","2010-06-16",6190.91015625
"2010-06-17","2010-06-17",6223.5400390625
"2010-06-18","2010-06-18",6216.97998046875
"2010-06-21","2010-06-21",6292.97021484375
"2010-06-22","2010-06-22",6269.0400390625
"2010-06-23","2010-06-23",6204.52001953125
"2010-06-24","2010-06-24",6115.47998046875
"2010-06-25","2010-06-25",6070.60009765625
"2010-06-28","2010-06-28",6157.22021484375
"2010-06-29","2010-06-29",5952.02978515625
"2010-06-30","2010-06-30",5965.52001953125
"2010-07-01","2010-07-01",5857.43017578125
"2010-07-02","2010-07-02",5834.14990234375
"2010-07-05","2010-07-05",5816.2001953125
"2010-07-06","2010-07-06",5940.97998046875
"2010-07-07","2010-07-07",5992.85986328125
"2010-07-08","2010-07-08",6035.66015625
"2010-07-09","2010-07-09",6065.240234375
"2010-07-12","2010-07-12",6077.18994140625
"2010-07-13","2010-07-13",6191.1298828125
"2010-07-14","2010-07-14",6209.759765625
"2010-07-15","2010-07-15",6149.35986328125
"2010-07-16","2010-07-16",6040.27001953125
"2010-07-19","2010-07-19",6009.10986328125
"2010-07-20","2010-07-20",5967.490234375
"2010-07-21","2010-07-21",5990.3798828125
"2010-07-22","2010-07-22",6142.14990234375
"2010-07-23","2010-07-23",6166.33984375
"2010-07-26","2010-07-26",6194.2099609375
"2010-07-27","2010-07-27",6207.31005859375
"2010-07-28","2010-07-28",6178.93994140625
"2010-07-29","2010-07-29",6134.7001953125
"2010-07-30","2010-07-30",6147.97021484375
"2010-08-02","2010-08-02",6292.1298828125
"2010-08-03","2010-08-03",6307.91015625
"2010-08-04","2010-08-04",6331.330078125
"2010-08-05","2010-08-05",6333.580078125
"2010-08-06","2010-08-06",6259.6298828125
"2010-08-09","2010-08-09",6351.60009765625
"2010-08-10","2010-08-10",6286.25
"2010-08-11","2010-08-11",6154.06982421875
"2010-08-12","2010-08-12",6135.169921875
"2010-08-13","2010-08-13",6110.41015625
"2010-08-16","2010-08-16",6110.56982421875
"2010-08-17","2010-08-17",6206.39990234375
"2010-08-18","2010-08-18",6186.31005859375
"2010-08-19","2010-08-19",6075.1298828125
"2010-08-20","2010-08-20",6005.16015625
"2010-08-23","2010-08-23",6010.91015625
"2010-08-24","2010-08-24",5935.43994140625
"2010-08-25","2010-08-25",5899.5
"2010-08-26","2010-08-26",5912.580078125
"2010-08-27","2010-08-27",5951.169921875
"2010-08-30","2010-08-30",5912.41015625
"2010-08-31","2010-08-31",5925.22021484375
"2010-09-01","2010-09-01",6083.89990234375
"2010-09-02","2010-09-02",6083.85009765625
"2010-09-03","2010-09-03",6134.6201171875
"2010-09-06","2010-09-06",6155.0400390625
"2010-09-07","2010-09-07",6117.89013671875
"2010-09-08","2010-09-08",6164.43994140625
"2010-09-09","2010-09-09",6221.52001953125
"2010-09-10","2010-09-10",6214.77001953125
"2010-09-13","2010-09-13",6261.68017578125
"2010-09-14","2010-09-14",6275.41015625
"2010-09-15","2010-09-15",6261.8701171875
"2010-09-16","2010-09-16",6249.64990234375
"2010-09-17","2010-09-17",6209.759765625
"2010-09-20","2010-09-20",6294.580078125
"2010-09-21","2010-09-21",6275.97998046875
"2010-09-22","2010-09-22",6208.330078125
"2010-09-23","2010-09-23",6184.7099609375
"2010-09-24","2010-09-24",6298.2998046875
"2010-09-27","2010-09-27",6278.89013671875
"2010-09-28","2010-09-28",6276.08984375
"2010-09-29","2010-09-29",6246.919921875
"2010-09-30","2010-09-30",6229.02001953125
"2010-10-01","2010-10-01",6211.33984375
"2010-10-04","2010-10-04",6134.2099609375
"2010-10-05","2010-10-05",6215.830078125
"2010-10-06","2010-10-06",6270.72998046875
"2010-10-07","2010-10-07",6276.25
"2010-10-08","2010-10-08",6291.669921875
"2010-10-11","2010-10-11",6309.509765625
"2010-10-12","2010-10-12",6304.56982421875
"2010-10-13","2010-10-13",6434.52001953125
"2010-10-14","2010-10-14",6455.27001953125
"2010-10-15","2010-10-15",6492.2998046875
"2010-10-18","2010-10-18",6516.6298828125
"2010-10-19","2010-10-19",6490.68994140625
"2010-10-20","2010-10-20",6524.5498046875
"2010-10-21","2010-10-21",6611.009765625
"2010-10-22","2010-10-22",6605.83984375
"2010-10-25","2010-10-25",6639.2099609375
"2010-10-26","2010-10-26",6613.7998046875
"2010-10-27","2010-10-27",6568
"2010-10-28","2010-10-28",6595.27978515625
"2010-10-29","2010-10-29",6601.3701171875
"2010-11-01","2010-11-01",6604.85986328125
"2010-11-02","2010-11-02",6654.31005859375
"2010-11-03","2010-11-03",6617.7998046875
"2010-11-04","2010-11-04",6734.68994140625
"2010-11-05","2010-11-05",6754.2001953125
"2010-11-08","2010-11-08",6750.5
