"Index","price","return"
"2012-02-27","2012-02-27",1367.58996582031,0.0013536425518792
"2012-02-28","2012-02-28",1372.18005371094,0.00335071349231519
"2012-02-29","2012-02-29",1365.68005371094,-0.0047482427569534
"2012-03-01","2012-03-01",1374.08996582031,0.00613915654453301
"2012-03-02","2012-03-02",1369.63000488281,-0.00325103502785851
"2012-03-05","2012-03-05",1364.32995605469,-0.00387720050282159
"2012-03-06","2012-03-06",1343.35998535156,-0.015489506127544
"2012-03-07","2012-03-07",1352.63000488281,0.00687692172299403
"2012-03-08","2012-03-08",1365.91003417969,0.00977004917472257
"2012-03-09","2012-03-09",1370.86999511719,0.00362467302073188
"2012-03-12","2012-03-12",1371.08996582031,0.000160447786787365
"2012-03-13","2012-03-13",1395.94995117188,0.0179691330904346
"2012-03-14","2012-03-14",1394.28002929688,-0.00119697808859609
"2012-03-15","2012-03-15",1402.59997558594,0.00594946570156019
"2012-03-16","2012-03-16",1404.17004394531,0.00111877247670034
"2012-03-19","2012-03-19",1409.75,0.00396597151407097
"2012-03-20","2012-03-20",1405.52001953125,-0.0030050287343899
"2012-03-21","2012-03-21",1402.89001464844,-0.00187294990377485
"2012-03-22","2012-03-22",1392.78002929688,-0.00723263422689779
"2012-03-23","2012-03-23",1397.10998535156,0.00310403600755649
"2012-03-26","2012-03-26",1416.51000976562,0.0137902999640884
"2012-03-27","2012-03-27",1412.52001953125,-0.00282074975424607
"2012-03-28","2012-03-28",1405.5400390625,-0.00495375868328907
"2012-03-29","2012-03-29",1403.28002929688,-0.00160922394338758
"2012-03-30","2012-03-30",1408.46997070312,0.00369161362162096
"2012-04-02","2012-04-02",1419.0400390625,0.0074766261209831
"2012-04-03","2012-04-03",1413.38000488281,-0.00399661182014199
"2012-04-04","2012-04-04",1398.9599609375,-0.0102549268525376
"2012-04-05","2012-04-05",1398.07995605469,-0.000629240152421495
"2012-04-09","2012-04-09",1382.19995117188,-0.0114234379995422
"2012-04-10","2012-04-10",1358.58996582031,-0.0172290252771861
"2012-04-11","2012-04-11",1368.7099609375,0.00742128980012335
"2012-04-12","2012-04-12",1387.56994628906,0.0136853152359766
"2012-04-13","2012-04-13",1370.26000976562,-0.0125534671250565
"2012-04-16","2012-04-16",1369.56994628906,-0.000503727240173113
"2012-04-17","2012-04-17",1390.78002929688,0.0153679791579542
"2012-04-18","2012-04-18",1385.14001464844,-0.00406353376174629
"2012-04-19","2012-04-19",1376.92004394531,-0.005952075477202
"2012-04-20","2012-04-20",1378.53002929688,0.00116858262133768
"2012-04-23","2012-04-23",1366.93994140625,-0.0084431131028877
"2012-04-24","2012-04-24",1371.96997070312,0.00367301964162881
"2012-04-25","2012-04-25",1390.68994140625,0.0135523428987412
"2012-04-26","2012-04-26",1399.97998046875,0.00665795213350773
"2012-04-27","2012-04-27",1403.35998535156,0.00241141392902389
"2012-04-30","2012-04-30",1397.91003417969,-0.00389106227537006
"2012-05-01","2012-05-01",1405.81994628906,0.00564243571968426
"2012-05-02","2012-05-02",1402.31005859375,-0.00249980557665896
"2012-05-03","2012-05-03",1391.56994628906,-0.00768835110350707
"2012-05-04","2012-05-04",1369.09997558594,-0.0162789957215894
"2012-05-07","2012-05-07",1369.57995605469,0.00035051958289678
"2012-05-08","2012-05-08",1363.71997070312,-0.0042878531349686
"2012-05-09","2012-05-09",1354.57995605469,-0.00672482753178194
"2012-05-10","2012-05-10",1357.98999023438,0.00251424740638484
"2012-05-11","2012-05-11",1353.39001464844,-0.00339309133428145
"2012-05-14","2012-05-14",1338.34997558594,-0.011175073102339
"2012-05-15","2012-05-15",1330.66003417969,-0.00576240827650221
"2012-05-16","2012-05-16",1324.80004882812,-0.00441354392894766
"2012-05-17","2012-05-17",1304.85998535156,-0.0151657974056043
"2012-05-18","2012-05-18",1295.21997070312,-0.00741520182675526
"2012-05-21","2012-05-21",1315.98999023438,0.0159086843958391
"2012-05-22","2012-05-22",1316.63000488281,0.000486218795142435
"2012-05-23","2012-05-23",1318.85998535156,0.00169227051454879
"2012-05-24","2012-05-24",1320.68005371094,0.00137908015858734
"2012-05-25","2012-05-25",1317.81994628906,-0.00216798070275992
"2012-05-29","2012-05-29",1332.42004394531,0.0110180552788277
"2012-05-30","2012-05-30",1313.31994628906,-0.0144386293047969
"2012-05-31","2012-05-31",1310.32995605469,-0.0022792610600435
"2012-06-01","2012-06-01",1278.0400390625,-0.0249512954143611
"2012-06-04","2012-06-04",1278.18005371094,0.000109548194987319
"2012-06-05","2012-06-05",1285.5,0.00571051459435967
"2012-06-06","2012-06-06",1315.13000488281,0.0227877760480482
"2012-06-07","2012-06-07",1314.98999023438,-0.000106470160167405
"2012-06-08","2012-06-08",1325.66003417969,0.0080814207999893
"2012-06-11","2012-06-11",1308.93005371094,-0.0127004238154012
"2012-06-12","2012-06-12",1324.18005371094,0.0115833899012401
"2012-06-13","2012-06-13",1314.88000488281,-0.00704803007110399
"2012-06-14","2012-06-14",1329.09997558594,0.0107565926498694
"2012-06-15","2012-06-15",1342.83996582031,0.0102847456521467
"2012-06-18","2012-06-18",1344.78002929688,0.00144370395893567
"2012-06-19","2012-06-19",1357.97998046875,0.00976783441761242
"2012-06-20","2012-06-20",1355.68994140625,-0.0016877805127713
"2012-06-21","2012-06-21",1325.51000976562,-0.0225132081833763
"2012-06-22","2012-06-22",1335.02001953125,0.00714898923450402
"2012-06-25","2012-06-25",1313.71997070312,-0.016083502390603
"2012-06-26","2012-06-26",1319.98999023438,0.00476136816102102
"2012-06-27","2012-06-27",1331.84997558594,0.00894478141961752
"2012-06-28","2012-06-28",1329.0400390625,-0.00211202834576696
"2012-06-29","2012-06-29",1362.16003417969,0.0246147937349201
"2012-07-02","2012-07-02",1365.51000976562,0.00245629215870657
"2012-07-03","2012-07-03",1374.02001953125,0.00621277156842481
"2012-07-05","2012-07-05",1367.57995605469,-0.00469804156632136
"2012-07-06","2012-07-06",1354.68005371094,-0.00947741865558172
"2012-07-09","2012-07-09",1352.4599609375,-0.00164017617051826
"2012-07-10","2012-07-10",1341.46997070312,-0.00815912178959088
"2012-07-11","2012-07-11",1341.44995117188,-1.49236889903648e-05
"2012-07-12","2012-07-12",1334.76000976562,-0.00499957435245957
"2012-07-13","2012-07-13",1356.78002929688,0.0163627592475732
"2012-07-16","2012-07-16",1353.64001464844,-0.00231699589162027
"2012-07-17","2012-07-17",1363.67004394531,0.00738235580991198
"2012-07-18","2012-07-18",1372.78002929688,0.00665827533008478
"2012-07-19","2012-07-19",1376.51000976562,0.0027134152485111
"2012-07-20","2012-07-20",1362.66003417969,-0.0101126205341684
"2012-07-23","2012-07-23",1350.52001953125,-0.00894897900370761
"2012-07-24","2012-07-24",1338.31005859375,-0.00908205019242381
"2012-07-25","2012-07-25",1337.89001464844,-0.000313910722118393
"2012-07-26","2012-07-26",1360.02001953125,0.0164056628649512
"2012-07-27","2012-07-27",1385.96997070312,0.0189008144904506
"2012-07-30","2012-07-30",1385.30004882812,-0.000483476444610886
"2012-07-31","2012-07-31",1379.31994628906,-0.00432617276621983
"2012-08-01","2012-08-01",1375.31994628906,-0.00290419290174526
"2012-08-02","2012-08-02",1365,-0.00753196362413622
"2012-08-03","2012-08-03",1390.98999023438,0.0188612881853025
"2012-08-06","2012-08-06",1394.22998046875,0.00232656072405746
"2012-08-07","2012-08-07",1401.34997558594,0.0050937627425931
"2012-08-08","2012-08-08",1402.21997070312,0.000620633807453252
"2012-08-09","2012-08-09",1402.80004882812,0.000413599995172653
"2012-08-10","2012-08-10",1405.86999511719,0.0021860506671052
"2012-08-13","2012-08-13",1404.10998535156,-0.0012526850781942
"2012-08-14","2012-08-14",1403.93005371094,-0.000128154612020204
"2012-08-15","2012-08-15",1405.53002929688,0.00113899162944886
"2012-08-16","2012-08-16",1415.51000976562,0.00707542038750564
"2012-08-17","2012-08-17",1418.16003417969,0.0018703837394769
"2012-08-20","2012-08-20",1418.13000488281,-2.11750536536215e-05
"2012-08-21","2012-08-21",1413.17004394531,-0.00350366681444392
"2012-08-22","2012-08-22",1413.48999023438,0.000226377623456564
"2012-08-23","2012-08-23",1402.07995605469,-0.00810499959772226
"2012-08-24","2012-08-24",1411.13000488281,0.00643398834326181
"2012-08-27","2012-08-27",1410.43994140625,-0.000489134420522674
"2012-08-28","2012-08-28",1409.30004882812,-0.000808509042795613
"2012-08-29","2012-08-29",1410.48999023438,0.000843992964298934
"2012-08-30","2012-08-30",1399.47998046875,-0.00783642972967336
"2012-08-31","2012-08-31",1406.57995605469,0.00506046976764551
"2012-09-04","2012-09-04",1404.93994140625,-0.00116663932268857
"2012-09-05","2012-09-05",1403.43994140625,-0.00106823165328862
"2012-09-06","2012-09-06",1432.11999511719,0.0202295366120069
"2012-09-07","2012-09-07",1437.92004394531,0.00404179498894308
"2012-09-10","2012-09-10",1429.07995605469,-0.00616680565465266
"2012-09-11","2012-09-11",1433.56005859375,0.00313005210145256
"2012-09-12","2012-09-12",1436.56005859375,0.00209050560259705
"2012-09-13","2012-09-13",1459.98999023438,0.0161781721538441
"2012-09-14","2012-09-14",1465.77001953125,0.00395113529280877
"2012-09-17","2012-09-17",1461.18994140625,-0.00312958286026621
"2012-09-18","2012-09-18",1459.31994628906,-0.00128059513211731
"2012-09-19","2012-09-19",1461.05004882812,0.00118485174437488
"2012-09-20","2012-09-20",1460.26000976562,-0.000540879992821708
"2012-09-21","2012-09-21",1460.15002441406,-7.53218557170143e-05
"2012-09-24","2012-09-24",1456.89001464844,-0.0022351500693798
"2012-09-25","2012-09-25",1441.58996582031,-0.010557389418568
"2012-09-26","2012-09-26",1433.31994628906,-0.00575325321174081
"2012-09-27","2012-09-27",1447.15002441406,0.00960272770823423
"2012-09-28","2012-09-28",1440.67004394531,-0.00448780823676653
"2012-10-01","2012-10-01",1444.48999023438,0.00264799766799495
"2012-10-02","2012-10-02",1445.75,0.000871906727265781
"2012-10-03","2012-10-03",1450.98999023438,0.00361785729303321
"2012-10-04","2012-10-04",1461.40002441406,0.00714882173169773
"2012-10-05","2012-10-05",1460.93005371094,-0.000321641084075175
"2012-10-08","2012-10-08",1455.88000488281,-0.00346272384742896
"2012-10-09","2012-10-09",1441.47998046875,-0.00994018213514192
"2012-10-10","2012-10-10",1432.56005859375,-0.00620725556648161
"2012-10-11","2012-10-11",1432.83996582031,0.00019537043698481
"2012-10-12","2012-10-12",1428.58996582031,-0.00297054495601667
"2012-10-15","2012-10-15",1440.13000488281,0.00804547075266715
"2012-10-16","2012-10-16",1454.92004394531,0.0102175558171709
"2012-10-17","2012-10-17",1460.91003417969,0.00410860612595432
"2012-10-18","2012-10-18",1457.33996582031,-0.00244671987689493
"2012-10-19","2012-10-19",1433.18994140625,-0.0167101446000357
"2012-10-22","2012-10-22",1433.81994628906,0.000439485678550788
"2012-10-23","2012-10-23",1413.10998535156,-0.0145492349707377
"2012-10-24","2012-10-24",1408.75,-0.00309015248358779
"2012-10-25","2012-10-25",1412.96997070312,0.00299106494839485
"2012-10-26","2012-10-26",1411.93994140625,-0.000729247568644453
"2012-10-31","2012-10-31",1412.16003417969,0.000155867551280053
"2012-11-01","2012-11-01",1427.58996582031,0.0108672126009859
"2012-11-02","2012-11-02",1414.19995117188,-0.00942371824289179
"2012-11-05","2012-11-05",1417.26000976562,0.00216147134505729
"2012-11-06","2012-11-06",1428.39001464844,0.00782250912272708
"2012-11-07","2012-11-07",1394.53002929688,-0.0239904841792047
"2012-11-08","2012-11-08",1377.51000976562,-0.0122799333135095
"2012-11-09","2012-11-09",1379.84997558594,0.0016972512798219
"2012-11-12","2012-11-12",1380.03002929688,0.000130479376548642
"2012-11-13","2012-11-13",1374.53002929688,-0.00399338347474565
"2012-11-14","2012-11-14",1355.48999023438,-0.0139488704443274
"2012-11-15","2012-11-15",1353.32995605469,-0.00159481595701649
"2012-11-16","2012-11-16",1359.88000488281,0.00482827473517577
"2012-11-19","2012-11-19",1386.89001464844,0.0196673767395472
"2012-11-20","2012-11-20",1387.81005859375,0.000663166435828089
"2012-11-21","2012-11-21",1391.03002929688,0.00231749366097134
"2012-11-23","2012-11-23",1409.15002441406,0.0129422020689685
"2012-11-26","2012-11-26",1406.2900390625,-0.00203164426932645
"2012-11-27","2012-11-27",1398.93994140625,-0.00524029368522783
"2012-11-28","2012-11-28",1409.93005371094,0.00782533076012548
"2012-11-29","2012-11-29",1415.94995117188,0.0042605535668816
"2012-11-30","2012-11-30",1416.18005371094,0.000162494334068342
"2012-12-03","2012-12-03",1409.4599609375,-0.00475651916626063
"2012-12-04","2012-12-04",1407.05004882812,-0.00171127579105423
"2012-12-05","2012-12-05",1409.28002929688,0.0015836076545872
"2012-12-06","2012-12-06",1413.93994140625,0.00330113585870961
"2012-12-07","2012-12-07",1418.06994628906,0.00291666199935037
"2012-12-10","2012-12-10",1418.55004882812,0.000338503249976085
"2012-12-11","2012-12-11",1427.83996582031,0.00652753131529238
"2012-12-12","2012-12-12",1428.47998046875,0.000448139333957265
"2012-12-13","2012-12-13",1419.44995117188,-0.00634148997700823
"2012-12-14","2012-12-14",1413.57995605469,-0.00414397567949187
"2012-12-17","2012-12-17",1430.35998535156,0.0118006880378108
"2012-12-18","2012-12-18",1446.7900390625,0.0114211856667756
"2012-12-19","2012-12-19",1435.81005859375,-0.00761814556282125
"2012-12-20","2012-12-20",1443.68994140625,0.00547310469356876
"2012-12-21","2012-12-21",1430.15002441406,-0.00942294445014458
"2012-12-24","2012-12-24",1426.66003417969,-0.00244327897126606
"2012-12-26","2012-12-26",1419.82995605469,-0.00479895678992559
"2012-12-27","2012-12-27",1418.09997558594,-0.00121918491626705
"2012-12-28","2012-12-28",1402.43005371094,-0.0111114456749615
"2012-12-31","2012-12-31",1426.18994140625,0.0168000272698858
"2013-01-02","2013-01-02",1462.42004394531,0.0250861159586977
"2013-01-03","2013-01-03",1459.36999511719,-0.00208779542352477
"2013-01-04","2013-01-04",1466.46997070312,0.00485329997898098
"2013-01-07","2013-01-07",1461.89001464844,-0.0031280032591221
"2013-01-08","2013-01-08",1457.15002441406,-0.00324763918073323
"2013-01-09","2013-01-09",1461.02001953125,0.00265234535868153
"2013-01-10","2013-01-10",1472.11999511719,0.00756870010921062
"2013-01-11","2013-01-11",1472.05004882812,-4.7515114977692e-05
"2013-01-14","2013-01-14",1470.68005371094,-0.000931104904918989
"2013-01-15","2013-01-15",1472.33996582031,0.00112803329530387
"2013-01-16","2013-01-16",1472.63000488281,0.000196972509955984
"2013-01-17","2013-01-17",1480.93994140625,0.00562706054135464
"2013-01-18","2013-01-18",1485.97998046875,0.00339749237815123
"2013-01-22","2013-01-22",1492.56005859375,0.00441833162771221
"2013-01-23","2013-01-23",1494.81005859375,0.00150634192429244
"2013-01-24","2013-01-24",1494.81994628906,6.61466154472379e-06
"2013-01-25","2013-01-25",1502.9599609375,0.00543070866186834
"2013-01-28","2013-01-28",1500.18005371094,-0.00185133427479212
"2013-01-29","2013-01-29",1507.83996582031,0.00509300378120514
"2013-01-30","2013-01-30",1501.9599609375,-0.00390724467175207
"2013-01-31","2013-01-31",1498.10998535156,-0.00256659195839237
"2013-02-01","2013-02-01",1513.17004394531,0.01000251322401
"2013-02-04","2013-02-04",1495.7099609375,-0.0116058327096518
"2013-02-05","2013-02-05",1511.2900390625,0.0103626322220594
"2013-02-06","2013-02-06",1512.11999511719,0.000549019859134248
"2013-02-07","2013-02-07",1509.39001464844,-0.00180703105585689
"2013-02-08","2013-02-08",1517.93005371094,0.00564199458504344
"2013-02-11","2013-02-11",1517.01000976562,-0.000606301247638719
"2013-02-12","2013-02-12",1519.43005371094,0.00159400113760455
"2013-02-13","2013-02-13",1520.32995605469,0.000592087774791139
"2013-02-14","2013-02-14",1521.38000488281,0.000690433265052803
"2013-02-15","2013-02-15",1519.7900390625,-0.00104562779601292
"2013-02-19","2013-02-19",1530.93994140625,0.00730969444136065
"2013-02-20","2013-02-20",1511.94995117188,-0.0124817114300058
"2013-02-21","2013-02-21",1502.42004394531,-0.00632300546566533
"2013-02-22","2013-02-22",1515.59997558594,0.00873421338677449
"2013-02-25","2013-02-25",1487.84997558594,-0.0184792755847747
"2013-02-26","2013-02-26",1496.93994140625,0.00609087686256782
"2013-02-27","2013-02-27",1515.98999023438,0.0126456991190196
"2013-02-28","2013-02-28",1514.68005371094,-0.000864453461457693
"2013-03-01","2013-03-01",1518.19995117188,0.00232115944952671
"2013-03-04","2013-03-04",1525.19995117188,0.0046001265483504
"2013-03-05","2013-03-05",1539.7900390625,0.00952055187249989
"2013-03-06","2013-03-06",1541.4599609375,0.00108392505541399
"2013-03-07","2013-03-07",1544.26000976562,0.00181484361720674
"2013-03-08","2013-03-08",1551.18005371094,0.00447112871295463
"2013-03-11","2013-03-11",1556.21997070312,0.0032438188658741
"2013-03-12","2013-03-12",1552.47998046875,-0.00240614539680184
"2013-03-13","2013-03-13",1554.52001953125,0.00131318915717049
"2013-03-14","2013-03-14",1563.22998046875,0.00558735215897244
"2013-03-15","2013-03-15",1560.69995117188,-0.00161977374998923
"2013-03-18","2013-03-18",1552.09997558594,-0.0055255703350241
"2013-03-19","2013-03-19",1548.33996582031,-0.00242546972687574
"2013-03-20","2013-03-20",1558.7099609375,0.00667516381581734
"2013-03-21","2013-03-21",1545.80004882812,-0.00831692375600479
"2013-03-22","2013-03-22",1556.89001464844,0.00714864380329949
"2013-03-25","2013-03-25",1551.68994140625,-0.00334562930094684
"2013-03-26","2013-03-26",1563.77001953125,0.00775496319463542
"2013-03-27","2013-03-27",1562.84997558594,-0.000588523052565293
"2013-03-28","2013-03-28",1569.18994140625,0.00404846339619169
"2013-04-01","2013-04-01",1562.17004394531,-0.00448361686535659
"2013-04-02","2013-04-02",1570.25,0.00515893389885402
"2013-04-03","2013-04-03",1553.68994140625,-0.0106021332188417
"2013-04-04","2013-04-04",1559.97998046875,0.00404027901273718
"2013-04-05","2013-04-05",1553.28002929688,-0.00430414516890743
"2013-04-08","2013-04-08",1563.06994628906,0.0062829587652713
"2013-04-09","2013-04-09",1568.60998535156,0.0035380658065769
"2013-04-10","2013-04-10",1587.72998046875,0.0121154433295487
"2013-04-11","2013-04-11",1593.36999511719,0.0035459561795772
"2013-04-12","2013-04-12",1588.84997558594,-0.002840798318549
"2013-04-15","2013-04-15",1552.35998535156,-0.0232341245503651
"2013-04-16","2013-04-16",1574.56994628906,0.0142058408280645
"2013-04-17","2013-04-17",1552.01000976562,-0.0144313136859839
"2013-04-18","2013-04-18",1541.60998535156,-0.00672355596954421
"2013-04-19","2013-04-19",1555.25,0.00880898905105454
"2013-04-22","2013-04-22",1562.5,0.00465079821542691
"2013-04-23","2013-04-23",1578.78002929688,0.0103653128055532
"2013-04-24","2013-04-24",1578.7900390625,6.3401700725052e-06
"2013-04-25","2013-04-25",1585.16003417969,0.00402661456499143
"2013-04-26","2013-04-26",1582.23999023438,-0.0018438118015176
"2013-04-29","2013-04-29",1593.60998535156,0.00716031536940775
"2013-04-30","2013-04-30",1597.56994628906,0.00248181741858122
"2013-05-01","2013-05-01",1582.69995117188,-0.0093514726495636
"2013-05-02","2013-05-02",1597.58996582031,0.00936400381032065
"2013-05-03","2013-05-03",1614.42004394531,0.0104795639481701
"2013-05-06","2013-05-06",1617.5,0.00190596112848418
"2013-05-07","2013-05-07",1625.9599609375,0.00521663915983694
"2013-05-08","2013-05-08",1632.68994140625,0.00413053886669701
"2013-05-09","2013-05-09",1626.67004394531,-0.00369391802877317
"2013-05-10","2013-05-10",1633.69995117188,0.00431234377158507
"2013-05-13","2013-05-13",1633.77001953125,4.28884488696823e-05
"2013-05-14","2013-05-14",1650.33996582031,0.0100910669691503
"2013-05-15","2013-05-15",1658.78002929688,0.00510110349021087
"2013-05-16","2013-05-16",1650.46997070312,-0.00502233198541102
"2013-05-17","2013-05-17",1667.46997070312,0.0102474119865628
"2013-05-20","2013-05-20",1666.2900390625,-0.00070786840470749
"2013-05-21","2013-05-21",1669.16003417969,0.0017209046830029
"2013-05-22","2013-05-22",1655.34997558594,-0.00830807426577884
"2013-05-23","2013-05-23",1650.51000976562,-0.00292811510460655
"2013-05-24","2013-05-24",1649.59997558594,-0.000551517498988296
"2013-05-28","2013-05-28",1660.06005859375,0.00632096210916
"2013-05-29","2013-05-29",1648.35998535156,-0.00707293624316563
"2013-05-30","2013-05-30",1654.41003417969,0.00366362511431273
"2013-05-31","2013-05-31",1630.73999023438,-0.0144105769218568
"2013-06-03","2013-06-03",1640.42004394531,0.00591843985974183
"2013-06-04","2013-06-04",1631.38000488281,-0.00552604800560541
"2013-06-05","2013-06-05",1608.90002441406,-0.0138755545439224
"2013-06-06","2013-06-06",1622.56005859375,0.00845445414423107
"2013-06-07","2013-06-07",1643.38000488281,0.0127499145269452
"2013-06-10","2013-06-10",1642.81005859375,-0.000346873603636944
"2013-06-11","2013-06-11",1626.13000488281,-0.0102052641848207
"2013-06-12","2013-06-12",1612.52001953125,-0.0084047769080513
"2013-06-13","2013-06-13",1636.35998535156,0.0146760690973595
"2013-06-14","2013-06-14",1626.72998046875,-0.00590240106245865
"2013-06-17","2013-06-17",1639.0400390625,0.00753887556271504
"2013-06-18","2013-06-18",1651.81005859375,0.00776096342878319
"2013-06-19","2013-06-19",1628.93005371094,-0.0139483013284813
"2013-06-20","2013-06-20",1588.18994140625,-0.0253284243922991
"2013-06-21","2013-06-21",1592.43005371094,0.00266621905352604
"2013-06-24","2013-06-24",1573.08996582031,-0.0122193689596273
"2013-06-25","2013-06-25",1588.03002929688,0.00945245655930282
"2013-06-26","2013-06-26",1603.26000976562,0.00954478966618932
"2013-06-27","2013-06-27",1613.19995117188,0.00618069130029664
"2013-06-28","2013-06-28",1606.28002929688,-0.00429878898046798
"2013-07-01","2013-07-01",1614.9599609375,0.00538919960939044
"2013-07-02","2013-07-02",1614.07995605469,-0.000545056690050671
"2013-07-03","2013-07-03",1615.41003417969,0.000823707894575421
"2013-07-05","2013-07-05",1631.89001464844,0.0101500457032255
"2013-07-08","2013-07-08",1640.4599609375,0.00523780521383621
"2013-07-09","2013-07-09",1652.31994628906,0.00720366193486299
"2013-07-10","2013-07-10",1652.61999511719,0.000181575964628422
"2013-07-11","2013-07-11",1675.02001953125,0.0134632127653536
"2013-07-12","2013-07-12",1680.18994140625,0.00308173022062874
"2013-07-15","2013-07-15",1682.5,0.00137393515155626
"2013-07-16","2013-07-16",1676.26000976562,-0.00371565541770735
"2013-07-17","2013-07-17",1680.91003417969,0.00277020664839878
"2013-07-18","2013-07-18",1689.36999511719,0.00502034171200627
"2013-07-19","2013-07-19",1692.08996582031,0.00160875557964602
"2013-07-22","2013-07-22",1695.53002929688,0.00203096254242663
"2013-07-23","2013-07-23",1692.39001464844,-0.00185365386833691
"2013-07-24","2013-07-24",1685.93994140625,-0.00381850272971818
"2013-07-25","2013-07-25",1690.25,0.00255320998518904
"2013-07-26","2013-07-26",1691.65002441406,0.000827951437909036
"2013-07-29","2013-07-29",1685.32995605469,-0.00374303417536748
"2013-07-30","2013-07-30",1685.9599609375,0.000373747085333775
"2013-07-31","2013-07-31",1685.72998046875,-0.000136418515998216
"2013-08-01","2013-08-01",1706.86999511719,0.0124625882304166
"2013-08-02","2013-08-02",1709.67004394531,0.00163911408794704
"2013-08-05","2013-08-05",1707.14001464844,-0.0014809308775634
"2013-08-06","2013-08-06",1697.36999511719,-0.00573947283055443
"2013-08-07","2013-08-07",1690.91003417969,-0.00381312566194136
"2013-08-08","2013-08-08",1697.47998046875,0.0038779210740465
"2013-08-09","2013-08-09",1691.42004394531,-0.00357634804142659
"2013-08-12","2013-08-12",1689.46997070312,-0.00115358586052494
"2013-08-13","2013-08-13",1694.16003417969,0.00277221000726779
"2013-08-14","2013-08-14",1685.39001464844,-0.00519006322785742
"2013-08-15","2013-08-15",1661.31994628906,-0.0143845649479619
"2013-08-16","2013-08-16",1655.82995605469,-0.0033100676234783
"2013-08-19","2013-08-19",1646.06005859375,-0.00591777795715398
"2013-08-20","2013-08-20",1652.34997558594,0.0038139130983712
"2013-08-21","2013-08-21",1642.80004882812,-0.00579636946734663
"2013-08-22","2013-08-22",1656.9599609375,0.00858244174341394
"2013-08-23","2013-08-23",1663.5,0.00393924191021267
"2013-08-26","2013-08-26",1656.78002929688,-0.0040478392300578
"2013-08-27","2013-08-27",1630.47998046875,-0.0160015392291841
"2013-08-28","2013-08-28",1634.9599609375,0.00274387730896919
"2013-08-29","2013-08-29",1638.17004394531,0.00196147664909585
"2013-08-30","2013-08-30",1632.96997070312,-0.00317936719263479
"2013-09-03","2013-09-03",1639.77001953125,0.00415557522695931
"2013-09-04","2013-09-04",1653.07995605469,0.00808418792856003
"2013-09-05","2013-09-05",1655.07995605469,0.00120913153946756
"2013-09-06","2013-09-06",1655.17004394531,5.44296597819738e-05
"2013-09-09","2013-09-09",1671.7099609375,0.00994328213897067
"2013-09-10","2013-09-10",1683.98999023438,0.00731894048480175
"2013-09-11","2013-09-11",1689.13000488281,0.00304763461381885
"2013-09-12","2013-09-12",1683.42004394531,-0.00338614182780184
"2013-09-13","2013-09-13",1687.98999023438,0.00271100165310312
"2013-09-16","2013-09-16",1697.59997558594,0.0056770082958213
"2013-09-17","2013-09-17",1704.76000976562,0.00420886959655231
"2013-09-18","2013-09-18",1725.52001953125,0.0121041215584157
"2013-09-19","2013-09-19",1722.33996582031,-0.00184465414848134
"2013-09-20","2013-09-20",1709.91003417969,-0.00724305396284741
"2013-09-23","2013-09-23",1701.83996582031,-0.00473075894195141
